date,home_team,away_team,home_score,away_score,home_win
2021-11-20,New York,Calgary,2,5,0
2021-11-20,Philadelphia,Boston,2,5,0
2021-11-20,Dallas,St. Louis,4,1,1
2021-11-20,Arizona,Detroit,2,1,1
2021-11-20,Edmonton,Chicago,5,2,1
2021-11-20,Vegas,Columbus,3,2,1
2021-11-20,San Jose,Washington,0,4,0
2021-11-21,Tampa Bay,Minnesota,5,4,1
2021-11-21,New York,Buffalo,5,4,1
2021-11-21,Boston,Calgary,0,4,0
2021-11-21,New York,Toronto,0,3,0
2021-11-21,Vancouver,Chicago,0,1,0
2021-11-21,Seattle,Washington,5,2,1
2021-11-21,Los Angeles,Arizona,1,2,0
2021-11-22,Buffalo,Columbus,4,7,0
2021-11-22,St. Louis,Vegas,5,2,1
2021-11-22,Nashville,Anaheim,3,2,1
2021-11-22,Winnipeg,Pittsburgh,1,3,0
2021-11-22,Colorado,Ottawa,7,5,1
2021-11-22,San Jose,Carolina,2,1,1
2021-11-23,Tampa Bay,Philadelphia,4,0,1
2021-11-23,Dallas,Edmonton,4,1,1
2021-11-23,Calgary,Chicago,5,2,1
2021-11-24,Buffalo,Boston,1,5,0
2021-11-24,Florida,Philadelphia,2,1,1
2021-11-24,New Jersey,Minnesota,2,3,0
2021-11-24,Pittsburgh,Vancouver,4,1,1
2021-11-24,Washington,Montréal,6,3,1
2021-11-24,Columbus,Winnipeg,3,0,1
2021-11-24,Detroit,St. Louis,4,2,1
2021-11-24,New York,New York,1,4,0
2021-11-24,Nashville,Vegas,2,5,0
2021-11-24,Colorado,Anaheim,5,2,1
2021-11-24,Arizona,Edmonton,3,5,0
2021-11-24,Los Angeles,Toronto,2,6,0
2021-11-24,Seattle,Carolina,2,1,1
2021-11-24,San Jose,Ottawa,6,3,1
2021-11-26,Boston,New York,2,5,0
2021-11-26,Philadelphia,Carolina,3,6,0
2021-11-26,Chicago,St. Louis,3,2,1
2021-11-26,Minnesota,Winnipeg,7,1,1
2021-11-26,Anaheim,Ottawa,4,0,1
2021-11-26,Washington,Florida,4,3,1
2021-11-26,Nashville,New Jersey,4,2,1
2021-11-26,Buffalo,Montréal,4,1,1
2021-11-26,Tampa Bay,Seattle,3,0,1
2021-11-26,Columbus,Vancouver,4,2,1
2021-11-26,New York,Pittsburgh,0,1,0
2021-11-26,Dallas,Colorado,3,1,1
2021-11-26,San Jose,Toronto,1,4,0
2021-11-27,Florida,Seattle,1,4,0
2021-11-27,Detroit,Buffalo,3,2,1
2021-11-27,Pittsburgh,Montréal,3,6,0
2021-11-27,Vegas,Edmonton,2,3,0
2021-11-27,Los Angeles,Ottawa,4,2,1
2021-11-27,St. Louis,Columbus,6,3,1
2021-11-27,Arizona,Dallas,2,3,0
2021-11-27,Colorado,Nashville,6,2,1
2021-11-27,Calgary,Winnipeg,2,4,0
2021-11-28,Carolina,Washington,2,4,0
2021-11-28,Minnesota,Tampa Bay,4,2,1
2021-11-28,Boston,Vancouver,3,2,1
2021-11-28,New Jersey,Philadelphia,5,2,1
2021-11-28,Chicago,San Jose,0,2,0
2021-11-28,Anaheim,Toronto,1,5,0
2021-11-29,Buffalo,Seattle,4,7,0
2021-11-29,Montréal,Vancouver,1,2,0
2021-11-29,Winnipeg,Arizona,0,1,0
2021-11-29,Calgary,Pittsburgh,2,1,1
2021-11-30,Boston,Detroit,1,2,0
2021-11-30,Florida,Washington,5,4,1
2021-11-30,New Jersey,San Jose,2,5,0
2021-11-30,St. Louis,Tampa Bay,4,3,1
2021-11-30,Nashville,Columbus,6,0,1
2021-11-30,Minnesota,Arizona,5,2,1
2021-11-30,Dallas,Carolina,4,1,1
2021-11-30,Los Angeles,Anaheim,4,5,0
2021-12-01,New York,Philadelphia,4,1,1
2021-12-01,Toronto,Colorado,8,3,1
2021-12-01,Ottawa,Vancouver,2,6,0
2021-12-01,Detroit,Seattle,4,3,1
2021-12-01,Edmonton,Pittsburgh,5,2,1
2021-12-01,Anaheim,Vegas,6,5,1
2021-12-02,Montréal,Colorado,1,4,0
2021-12-02,Tampa Bay,St. Louis,4,2,1
2021-12-02,Florida,Buffalo,7,4,1
2021-12-02,Washington,Chicago,3,4,0
2021-12-02,Carolina,Ottawa,2,3,0
2021-12-02,New York,San Jose,1,2,0
2021-12-02,Nashville,Boston,0,2,0
2021-12-02,Minnesota,New Jersey,5,2,1
2021-12-02,Dallas,Columbus,3,2,1
2021-12-02,Los Angeles,Calgary,2,3,0
2021-12-03,New York,San Jose,1,0,1
2021-12-03,Winnipeg,New Jersey,8,4,1
2021-12-03,Arizona,Vegas,1,7,0
2021-12-03,Anaheim,Calgary,3,4,0
2021-12-03,Seattle,Edmonton,4,3,1
2021-12-04,Florida,St. Louis,4,3,1
2021-12-04,Boston,Tampa Bay,2,3,0
2021-12-04,Ottawa,Colorado,6,5,1
2021-12-04,Detroit,New York,4,3,1
2021-12-04,Washington,Columbus,3,1,1
2021-12-04,Nashville,Montréal,4,3,1
2021-12-04,Minnesota,Toronto,4,3,1
2021-12-04,Carolina,Buffalo,6,2,1
2021-12-04,New York,Chicago,3,2,1
2021-12-04,Vancouver,Pittsburgh,1,4,0
2021-12-05,Philadelphia,Tampa Bay,1,7,0
2021-12-05,Columbus,San Jose,6,4,1
2021-12-05,New York,Chicago,2,3,0
2021-12-05,Winnipeg,Toronto,6,3,1
2021-12-05,Edmonton,Los Angeles,1,5,0
2021-12-05,Vegas,Calgary,3,2,1
2021-12-06,New Jersey,Ottawa,2,3,0
2021-12-06,Philadelphia,Colorado,5,7,0
2021-12-06,Washington,Anaheim,4,3,1
2021-12-06,Dallas,Arizona,4,1,1
2021-12-06,Vancouver,Los Angeles,4,0,1
2021-12-06,Seattle,Pittsburgh,1,6,0
2021-12-07,Toronto,Columbus,5,4,1
2021-12-07,Montréal,Tampa Bay,2,3,0
2021-12-07,Ottawa,New York,3,5,0
2021-12-07,Detroit,Nashville,2,5,0
2021-12-07,Buffalo,Anaheim,0,2,0
2021-12-07,St. Louis,Florida,4,3,1
2021-12-07,Winnipeg,Carolina,2,4,0
2021-12-07,Chicago,New York,2,6,0
2021-12-07,Edmonton,Minnesota,1,4,0
2021-12-07,San Jose,Calgary,5,3,1
2021-12-08,New Jersey,Philadelphia,3,0,1
2021-12-08,New York,Colorado,3,7,0
2021-12-08,Vancouver,Boston,2,1,1
2021-12-08,Vegas,Dallas,5,4,1
2021-12-09,Toronto,Tampa Bay,3,5,0
2021-12-09,Montréal,Chicago,0,2,0
2021-12-09,Columbus,Anaheim,1,2,0
2021-12-09,New York,Nashville,3,4,0
2021-12-09,St. Louis,Detroit,6,2,1
2021-12-09,Calgary,Carolina,1,2,0
2021-12-09,Edmonton,Boston,2,3,0
2021-12-09,Seattle,Winnipeg,0,3,0
2021-12-09,Los Angeles,Dallas,4,0,1
2021-12-09,San Jose,Minnesota,2,5,0
2021-12-10,Buffalo,New York,1,2,0
2021-12-10,Washington,Pittsburgh,2,4,0
2021-12-10,New Jersey,Nashville,2,3,0
2021-12-10,Colorado,Detroit,7,3,1
2021-12-10,Arizona,Florida,1,3,0
2021-12-10,Vancouver,Winnipeg,4,3,1
2021-12-10,Vegas,Philadelphia,3,4,0
2021-12-11,Ottawa,Tampa Bay,4,0,1
2021-12-11,Buffalo,Washington,2,3,0
2021-12-11,Toronto,Chicago,5,4,1
2021-12-11,Pittsburgh,Anaheim,1,0,1
2021-12-11,St. Louis,Montréal,4,1,1
2021-12-11,New York,New Jersey,4,2,1
2021-12-11,Arizona,Philadelphia,3,5,0
2021-12-11,Calgary,Boston,2,4,0
2021-12-11,Edmonton,Carolina,1,3,0
2021-12-11,Seattle,Columbus,4,5,0
2021-12-11,Los Angeles,Minnesota,2,1,1
2021-12-11,San Jose,Dallas,2,1,1
2021-12-12,New York,Nashville,0,1,0
2021-12-12,St. Louis,Anaheim,2,3,0
2021-12-12,Colorado,Florida,3,2,1
2021-12-12,Vegas,Minnesota,6,4,1
2021-12-12,Vancouver,Carolina,2,1,1
2021-12-14,Boston,Vegas,1,4,0
2021-12-14,Tampa Bay,Los Angeles,3,2,1
2021-12-14,Florida,Ottawa,2,8,0
2021-12-14,Philadelphia,New Jersey,6,1,1
2021-12-14,Pittsburgh,Montréal,5,2,1
2021-12-14,Detroit,New York,2,1,1
2021-12-14,Winnipeg,Buffalo,2,4,0
2021-12-14,Dallas,St. Louis,1,4,0
2021-12-14,Colorado,New York,4,2,1
2021-12-14,Edmonton,Toronto,1,5,0
2021-12-14,Vancouver,Columbus,4,3,1
2021-12-14,San Jose,Seattle,1,3,0
2021-12-15,Chicago,Washington,5,4,1
2021-12-15,Arizona,New York,2,3,0
2021-12-15,Anaheim,Seattle,4,1,1
2021-12-16,Montréal,Philadelphia,3,2,1
2021-12-16,Tampa Bay,Ottawa,2,1,1
2021-12-16,Florida,Los Angeles,1,4,0
2021-12-16,New Jersey,Vegas,3,5,0
2021-12-16,Carolina,Detroit,5,3,1
2021-12-16,New York,Boston,3,1,1
2021-12-16,Nashville,Colorado,5,2,1
2021-12-16,Minnesota,Buffalo,2,3,0
2021-12-16,Edmonton,Columbus,5,2,1
2021-12-16,San Jose,Vancouver,2,5,0
2021-12-17,New York,Vegas,2,3,0
2021-12-17,Pittsburgh,Buffalo,3,2,1
2021-12-17,St. Louis,Dallas,4,1,1
2021-12-17,Winnipeg,Washington,2,5,0
2021-12-17,Chicago,Nashville,2,3,0
2021-12-17,Anaheim,Arizona,5,6,0
2021-12-18,Philadelphia,Ottawa,4,3,1
2021-12-18,Carolina,Los Angeles,5,1,1
2021-12-18,Detroit,New Jersey,5,2,1
2021-12-18,Dallas,Chicago,4,3,1
2021-12-18,Seattle,Edmonton,3,5,0
2021-12-19,New York,Vegas,3,4,0
2021-12-19,Winnipeg,St. Louis,4,2,1
2021-12-19,New Jersey,Pittsburgh,2,3,0
2021-12-19,Washington,Los Angeles,2,3,0
2021-12-20,Dallas,Minnesota,7,4,1
2021-12-21,Vegas,Tampa Bay,3,4,0
2021-12-28,Tampa Bay,Montréal,5,4,1
2021-12-28,Los Angeles,Vegas,3,6,0
2021-12-28,San Jose,Arizona,8,7,1
2021-12-29,Buffalo,New Jersey,3,4,0
2021-12-29,Florida,New York,4,3,1
2021-12-29,Washington,Nashville,5,3,1
2021-12-29,St. Louis,Edmonton,4,2,1
2021-12-29,Seattle,Philadelphia,2,3,0
2021-12-29,Anaheim,Vancouver,1,2,0
2021-12-30,Florida,Tampa Bay,9,3,1
2021-12-30,Carolina,Montréal,4,0,1
2021-12-30,Columbus,Nashville,4,3,1
2021-12-30,New York,Buffalo,4,1,1
2021-12-30,Seattle,Calgary,4,6,0
2021-12-30,Los Angeles,Vancouver,2,1,1
2021-12-30,San Jose,Philadelphia,3,2,1
2021-12-31,New Jersey,Edmonton,6,5,1
2021-12-31,Vegas,Anaheim,3,1,1
2021-12-31,Tampa Bay,New York,3,4,0
2021-12-31,Detroit,Washington,1,3,0
2022-01-01,Boston,Buffalo,4,3,1
2022-01-01,Florida,Montréal,5,2,1
2022-01-01,Columbus,Carolina,4,7,0
2022-01-01,New York,Edmonton,3,2,1
2022-01-01,Nashville,Chicago,6,1,1
2022-01-01,Toronto,Ottawa,6,0,1
2022-01-01,Minnesota,St. Louis,4,6,0
2022-01-01,Seattle,Vancouver,2,5,0
2022-01-01,Los Angeles,Philadelphia,6,3,1
2022-01-02,New York,Tampa Bay,4,0,1
2022-01-02,Detroit,Boston,1,5,0
2022-01-02,Pittsburgh,San Jose,8,5,1
2022-01-02,Washington,New Jersey,3,4,0
2022-01-02,Colorado,Anaheim,4,2,1
2022-01-02,Vegas,Winnipeg,4,5,0
2022-01-02,Chicago,Calgary,1,5,0
2022-01-03,New York,Edmonton,4,1,1
2022-01-04,Boston,New Jersey,5,3,1
2022-01-04,Florida,Calgary,6,2,1
2022-01-04,Columbus,Tampa Bay,2,7,0
2022-01-04,Detroit,San Jose,6,2,1
2022-01-04,Chicago,Colorado,3,4,0
2022-01-04,Arizona,Winnipeg,1,3,0
2022-01-04,Vegas,Nashville,2,3,0
2022-01-04,Anaheim,Philadelphia,4,1,1
2022-01-05,Toronto,Edmonton,4,2,1
2022-01-05,Pittsburgh,St. Louis,5,3,1
2022-01-06,Boston,Minnesota,2,3,0
2022-01-06,Buffalo,San Jose,2,3,0
2022-01-06,Tampa Bay,Calgary,4,1,1
2022-01-06,New Jersey,Columbus,3,1,1
2022-01-06,Philadelphia,Pittsburgh,2,6,0
2022-01-06,Dallas,Florida,6,5,1
2022-01-06,Colorado,Winnipeg,7,1,1
2022-01-06,Arizona,Chicago,6,4,1
2022-01-06,Vegas,New York,5,1,1
2022-01-06,Los Angeles,Nashville,2,4,0
2022-01-07,Carolina,Calgary,6,3,1
2022-01-07,St. Louis,Washington,5,1,1
2022-01-08,Dallas,Pittsburgh,3,2,1
2022-01-08,Tampa Bay,Boston,2,5,0
2022-01-08,Philadelphia,San Jose,2,3,0
2022-01-08,Carolina,Florida,3,4,0
2022-01-08,Columbus,New Jersey,4,3,1
2022-01-08,Colorado,Toronto,5,4,1
2022-01-08,Minnesota,Washington,3,2,1
2022-01-08,Arizona,Nashville,2,4,0
2022-01-08,Vegas,Chicago,1,2,0
2022-01-08,Anaheim,New York,1,4,0
2022-01-08,Los Angeles,Detroit,4,0,1
2022-01-09,St. Louis,Dallas,2,1,1
2022-01-09,Anaheim,Detroit,4,3,1
2022-01-10,Washington,Boston,3,7,0
2022-01-10,Colorado,Seattle,4,3,1
2022-01-10,Los Angeles,New York,3,1,1
2022-01-11,Buffalo,Tampa Bay,1,6,0
2022-01-11,Florida,Vancouver,5,2,1
2022-01-11,Columbus,Chicago,2,4,0
2022-01-11,Nashville,Colorado,5,4,1
2022-01-11,Vegas,Toronto,3,4,0
2022-01-11,Anaheim,Pittsburgh,1,4,0
2022-01-11,San Jose,Detroit,3,2,1
2022-01-12,Boston,Montréal,5,1,1
2022-01-12,Dallas,Seattle,5,2,1
2022-01-12,Arizona,Toronto,2,1,1
2022-01-13,Boston,Philadelphia,3,2,1
2022-01-13,Tampa Bay,Vancouver,4,2,1
2022-01-13,Carolina,Columbus,0,6,0
2022-01-13,Detroit,Winnipeg,0,3,0
2022-01-13,New York,New Jersey,3,2,1
2022-01-13,St. Louis,Seattle,2,1,1
2022-01-13,Nashville,Buffalo,1,4,0
2022-01-13,Chicago,Montréal,3,2,1
2022-01-13,Calgary,Ottawa,1,4,0
2022-01-13,Los Angeles,Pittsburgh,6,2,1
2022-01-13,San Jose,New York,0,3,0
2022-01-14,Florida,Dallas,7,1,1
2022-01-14,Minnesota,Anaheim,7,3,1
2022-01-14,Colorado,Arizona,4,3,1
2022-01-15,Boston,Nashville,4,3,1
2022-01-15,Carolina,Vancouver,4,1,1
2022-01-15,New York,Washington,0,2,0
2022-01-15,Florida,Columbus,9,2,1
2022-01-15,Detroit,Buffalo,4,0,1
2022-01-15,Tampa Bay,Dallas,3,1,1
2022-01-15,Philadelphia,New York,2,3,0
2022-01-15,St. Louis,Toronto,5,6,0
2022-01-15,Chicago,Anaheim,3,0,1
2022-01-15,Arizona,Colorado,0,5,0
2022-01-15,Edmonton,Ottawa,4,6,0
2022-01-15,Seattle,Los Angeles,1,3,0
2022-01-15,San Jose,Pittsburgh,1,2,0
2022-01-16,Washington,Vancouver,2,4,0
2022-01-17,Buffalo,Detroit,2,3,0
2022-01-17,Colorado,Minnesota,4,3,1
2022-01-17,Arizona,Montréal,5,2,1
2022-01-17,San Jose,Los Angeles,6,2,1
2022-01-17,Seattle,Chicago,3,2,1
2022-01-17,New York,Philadelphia,4,1,1
2022-01-17,St. Louis,Nashville,5,3,1
2022-01-17,Vegas,Pittsburgh,3,5,0
2022-01-18,Philadelphia,New York,3,4,0
2022-01-18,Boston,Carolina,1,7,0
2022-01-18,Ottawa,Buffalo,1,3,0
2022-01-18,Washington,Winnipeg,4,3,1
2022-01-18,Nashville,Vancouver,1,3,0
2022-01-18,Dallas,Montréal,3,5,0
2022-01-18,Calgary,Florida,5,1,1
2022-01-18,Los Angeles,Tampa Bay,4,6,0
2022-01-19,New Jersey,Arizona,1,4,0
2022-01-19,New York,Toronto,6,3,1
2022-01-19,Anaheim,Colorado,0,2,0
2022-01-20,Boston,Washington,4,3,1
2022-01-20,Buffalo,Dallas,4,5,0
2022-01-20,Philadelphia,Columbus,1,2,0
2022-01-20,Pittsburgh,Ottawa,6,4,1
2022-01-20,Nashville,Winnipeg,5,2,1
2022-01-20,Edmonton,Florida,0,6,0
2022-01-20,Los Angeles,Colorado,1,4,0
2022-01-20,Vegas,Montréal,4,3,1
2022-01-20,Seattle,San Jose,3,2,1
2022-01-21,Carolina,New York,6,3,1
2022-01-21,Columbus,Pittsburgh,2,5,0
2022-01-21,Detroit,Dallas,4,5,0
2022-01-21,New York,Arizona,4,0,1
2022-01-21,Chicago,Minnesota,1,5,0
2022-01-21,Vancouver,Florida,1,2,0
2022-01-21,Anaheim,Tampa Bay,5,1,1
2022-01-21,Seattle,St. Louis,0,5,0
2022-01-22,Buffalo,Philadelphia,6,3,1
2022-01-22,Boston,Winnipeg,3,2,1
2022-01-22,New Jersey,Carolina,7,4,1
2022-01-22,New York,Arizona,7,3,1
2022-01-22,Washington,Ottawa,3,2,1
2022-01-22,Colorado,Montréal,3,2,1
2022-01-22,New York,Toronto,1,3,0
2022-01-22,Nashville,Detroit,4,1,1
2022-01-22,Minnesota,Chicago,4,3,1
2022-01-22,Edmonton,Calgary,5,3,1
2022-01-22,San Jose,Tampa Bay,1,7,0
2022-01-23,Pittsburgh,Winnipeg,3,2,1
2022-01-23,Columbus,Ottawa,1,2,0
2022-01-23,New Jersey,Los Angeles,2,3,0
2022-01-23,Seattle,Florida,5,3,1
2022-01-23,Vancouver,St. Louis,1,3,0
2022-01-24,Boston,Anaheim,3,5,0
2022-01-24,New York,Los Angeles,3,2,1
2022-01-24,Philadelphia,Dallas,1,3,0
2022-01-24,Washington,Vegas,0,1,0
2022-01-24,Minnesota,Montréal,8,2,1
2022-01-24,Colorado,Chicago,2,0,1
2022-01-24,Calgary,St. Louis,7,1,1
2022-01-25,Ottawa,Buffalo,5,0,1
2022-01-25,New Jersey,Dallas,1,5,0
2022-01-25,Pittsburgh,Arizona,6,3,1
2022-01-25,Carolina,Vegas,4,3,1
2022-01-25,New York,Philadelphia,4,3,1
2022-01-25,Winnipeg,Florida,3,5,0
2022-01-25,Vancouver,Edmonton,2,3,0
2022-01-25,Seattle,Nashville,2,4,0
2022-01-26,Toronto,Anaheim,4,3,1
2022-01-26,Washington,San Jose,1,4,0
2022-01-26,Columbus,Calgary,0,6,0
2022-01-26,Detroit,Chicago,5,8,0
2022-01-26,Colorado,Boston,4,3,1
2022-01-27,Montréal,Anaheim,4,5,0
2022-01-27,Ottawa,Carolina,2,3,0
2022-01-27,Tampa Bay,New Jersey,3,2,1
2022-01-27,Florida,Vegas,4,1,1
2022-01-27,New York,Los Angeles,2,3,0
2022-01-27,Pittsburgh,Seattle,1,2,0
2022-01-27,Columbus,New York,5,3,1
2022-01-27,St. Louis,Calgary,5,1,1
2022-01-27,Winnipeg,Vancouver,1,5,0
2022-01-27,Edmonton,Nashville,3,2,1
2022-01-28,Pittsburgh,Detroit,2,3,0
2022-01-28,New York,Minnesota,2,3,0
2022-01-28,Chicago,Colorado,4,6,0
2022-01-28,Dallas,Washington,0,5,0
2022-01-28,Arizona,Boston,1,2,0
2022-01-29,Ottawa,Anaheim,1,2,0
2022-01-29,Philadelphia,Los Angeles,4,3,1
2022-01-29,St. Louis,Winnipeg,1,4,0
2022-01-29,Florida,San Jose,5,4,1
2022-01-29,Montréal,Edmonton,2,7,0
2022-01-29,Detroit,Toronto,4,7,0
2022-01-29,Tampa Bay,Vegas,2,3,0
2022-01-29,Carolina,New Jersey,2,1,1
2022-01-29,Arizona,Buffalo,1,3,0
2022-01-29,Calgary,Vancouver,1,0,1
2022-01-30,New York,Seattle,3,2,1
2022-01-30,Pittsburgh,Los Angeles,3,4,0
2022-01-30,Carolina,San Jose,2,1,1
2022-01-30,Montréal,Columbus,3,6,0
2022-01-30,Dallas,Boston,6,1,1
2022-01-30,New York,Minnesota,3,4,0
2022-01-30,Colorado,Buffalo,4,1,1
2022-01-31,Columbus,Florida,4,8,0
2022-01-31,Toronto,New Jersey,6,4,1
2022-01-31,Ottawa,Edmonton,3,2,1
2022-01-31,Detroit,Anaheim,2,1,1
2022-01-31,Chicago,Vancouver,1,3,0
2022-02-01,Boston,Seattle,3,2,1
2022-02-01,Tampa Bay,San Jose,3,2,1
2022-02-01,New Jersey,Toronto,1,7,0
2022-02-01,New York,Florida,5,2,1
2022-02-01,Philadelphia,Winnipeg,3,1,1
2022-02-01,Pittsburgh,Washington,3,4,0
2022-02-01,New York,Ottawa,4,1,1
2022-02-01,Nashville,Vancouver,4,2,1
2022-02-01,Dallas,Calgary,3,4,0
2022-02-01,Colorado,Arizona,2,3,0
2022-02-01,Vegas,Buffalo,5,2,1
2022-02-02,New York,Seattle,0,3,0
2022-02-02,Washington,Edmonton,3,5,0
2022-02-02,Detroit,Los Angeles,3,5,0
2022-02-02,Chicago,Minnesota,0,5,0
2022-02-02,Arizona,Calgary,2,4,0
2022-02-07,Toronto,Carolina,4,3,1
2022-02-07,Ottawa,New Jersey,4,1,1
2022-02-08,Ottawa,Carolina,4,3,1
2022-02-08,Boston,Pittsburgh,2,4,0
2022-02-08,Montréal,New Jersey,1,7,0
2022-02-08,Washington,Columbus,4,5,0
2022-02-08,Winnipeg,Minnesota,2,0,1
2022-02-08,Edmonton,Vegas,0,4,0
2022-02-08,Vancouver,Arizona,5,1,1
2022-02-09,Philadelphia,Detroit,3,6,0
2022-02-09,Dallas,Nashville,4,3,1
2022-02-09,Edmonton,Chicago,1,4,0
2022-02-09,Calgary,Vegas,6,0,1
2022-02-09,Seattle,Arizona,2,5,0
2022-02-09,Vancouver,New York,3,6,0
2022-02-10,Buffalo,Columbus,3,4,0
2022-02-10,Boston,Carolina,0,6,0
2022-02-10,Ottawa,Pittsburgh,0,2,0
2022-02-10,Montréal,Washington,2,5,0
2022-02-10,St. Louis,New Jersey,4,7,0
2022-02-10,Calgary,Toronto,5,2,1
2022-02-10,Colorado,Tampa Bay,3,2,1
2022-02-11,Dallas,Winnipeg,4,3,1
2022-02-11,Edmonton,New York,3,1,1
2022-02-11,Arizona,Tampa Bay,3,4,0
2022-02-11,Anaheim,Seattle,3,4,0
2022-02-12,Detroit,Philadelphia,4,2,1
2022-02-12,Ottawa,Boston,0,2,0
2022-02-12,Montréal,Columbus,1,2,0
2022-02-12,Vancouver,Toronto,3,2,1
2022-02-12,Nashville,Winnipeg,2,5,0
2022-02-12,Minnesota,Carolina,3,2,1
2022-02-12,St. Louis,Chicago,5,1,1
2022-02-12,Calgary,New York,5,2,1
2022-02-13,Washington,Ottawa,1,4,0
2022-02-13,Montréal,Buffalo,3,5,0
2022-02-13,New Jersey,Pittsburgh,2,4,0
2022-02-13,Dallas,Colorado,0,4,0
2022-02-14,Minnesota,Detroit,7,4,1
2022-02-14,Seattle,Toronto,2,6,0
2022-02-14,Winnipeg,Chicago,1,3,0
2022-02-14,San Jose,Edmonton,0,3,0
2022-02-15,Ottawa,St. Louis,2,5,0
2022-02-15,Pittsburgh,Philadelphia,5,4,1
2022-02-15,Buffalo,New York,6,3,1
2022-02-15,New Jersey,Tampa Bay,3,6,0
2022-02-15,New York,Boston,2,1,1
2022-02-15,Nashville,Washington,1,4,0
2022-02-15,Calgary,Columbus,6,2,1
2022-02-15,Colorado,Dallas,1,4,0
2022-02-15,Los Angeles,Edmonton,2,5,0
2022-02-16,Winnipeg,Minnesota,6,3,1
2022-02-16,Carolina,Florida,2,3,0
2022-02-16,Calgary,Anaheim,6,2,1
2022-02-16,Vegas,Colorado,0,2,0
2022-02-17,Philadelphia,Washington,3,5,0
2022-02-17,New York,Detroit,2,3,0
2022-02-17,Toronto,Pittsburgh,4,1,1
2022-02-17,Montréal,St. Louis,3,2,1
2022-02-17,Buffalo,Ottawa,1,3,0
2022-02-17,New York,Boston,4,1,1
2022-02-17,Winnipeg,Seattle,5,3,1
2022-02-17,Chicago,Columbus,4,7,0
2022-02-17,Edmonton,Anaheim,7,3,1
2022-02-17,San Jose,Vancouver,4,5,0
2022-02-18,Carolina,Nashville,5,3,1
2022-02-18,Minnesota,Florida,2,6,0
2022-02-18,Chicago,Dallas,0,1,0
2022-02-18,Vegas,Los Angeles,3,4,0
2022-02-19,Buffalo,Colorado,3,5,0
2022-02-19,Winnipeg,Edmonton,2,4,0
2022-02-19,Ottawa,Boston,2,3,0
2022-02-19,Toronto,St. Louis,3,6,0
2022-02-19,Arizona,Los Angeles,3,5,0
2022-02-19,Calgary,Seattle,2,1,1
2022-02-19,Vancouver,Anaheim,4,7,0
2022-02-20,Pittsburgh,Carolina,3,4,0
2022-02-20,New York,Montréal,2,3,0
2022-02-20,Chicago,Florida,2,5,0
2022-02-20,Ottawa,New York,1,2,0
2022-02-20,Columbus,Buffalo,7,3,1
2022-02-20,Arizona,Dallas,3,1,1
2022-02-20,Edmonton,Minnesota,3,7,0
2022-02-20,San Jose,Vegas,1,4,0
2022-02-21,Boston,Colorado,5,1,1
2022-02-21,Philadelphia,Carolina,3,4,0
2022-02-21,Calgary,Winnipeg,3,1,1
2022-02-21,Montréal,Toronto,5,2,1
2022-02-21,Vancouver,Seattle,5,2,1
2022-02-22,Florida,Nashville,4,6,0
2022-02-22,Columbus,Toronto,4,3,1
2022-02-22,Ottawa,Minnesota,4,3,1
2022-02-22,Philadelphia,St. Louis,1,4,0
2022-02-22,Anaheim,San Jose,4,3,1
2022-02-22,Seattle,New York,2,5,0
2022-02-23,Detroit,Colorado,2,5,0
2022-02-23,Tampa Bay,Edmonton,5,3,1
2022-02-23,Dallas,Winnipeg,3,2,1
2022-02-23,Montréal,Buffalo,4,0,1
2022-02-23,Arizona,Los Angeles,2,3,0
2022-02-24,Pittsburgh,New Jersey,1,6,0
2022-02-24,Toronto,Minnesota,3,1,1
2022-02-24,Florida,Columbus,3,6,0
2022-02-24,New York,Washington,4,1,1
2022-02-24,Nashville,Dallas,2,1,1
2022-02-24,Vancouver,Calgary,7,1,1
2022-02-24,Seattle,Boston,2,3,0
2022-02-24,San Jose,New York,4,3,1
2022-02-25,Carolina,Columbus,4,0,1
2022-02-25,St. Louis,Buffalo,5,3,1
2022-02-25,Chicago,New Jersey,8,5,1
2022-02-25,Colorado,Winnipeg,6,3,1
2022-02-25,Arizona,Vegas,3,1,1
2022-02-25,Anaheim,Los Angeles,1,4,0
2022-02-26,Florida,Edmonton,3,4,0
2022-02-26,Philadelphia,Washington,2,1,1
2022-02-26,Pittsburgh,New York,1,0,1
2022-02-26,Ottawa,Montréal,1,2,0
2022-02-26,Nashville,Tampa Bay,2,3,0
2022-02-26,Detroit,Toronto,7,10,0
2022-02-26,Calgary,Minnesota,7,3,1
2022-02-26,Vegas,Colorado,2,3,0
2022-02-26,San Jose,Boston,1,3,0
2022-02-26,Los Angeles,New York,5,2,1
2022-02-27,Carolina,Edmonton,2,1,1
2022-02-27,Dallas,Buffalo,4,2,1
2022-02-27,Chicago,St. Louis,0,4,0
2022-02-27,Arizona,Winnipeg,3,5,0
2022-02-27,Columbus,Pittsburgh,2,3,0
2022-02-27,New York,Vancouver,2,5,0
2022-02-27,Anaheim,New York,0,4,0
2022-02-27,San Jose,Seattle,3,1,1
2022-02-28,New Jersey,Vancouver,7,2,1
2022-02-28,Washington,Toronto,3,5,0
2022-02-28,Los Angeles,Boston,0,7,0
2022-03-01,Tampa Bay,Ottawa,5,2,1
2022-03-01,Philadelphia,Edmonton,0,3,0
2022-03-01,Columbus,New Jersey,4,3,1
