date,home_team,away_team,home_score,away_score,home_win
2024-01-03,Anaheim,Toronto,1,2,0
2024-01-04,Boston,Pittsburgh,5,6,0
2024-01-04,Montréal,Buffalo,1,6,0
2024-01-04,New York,Chicago,4,1,1
2024-01-04,Philadelphia,Columbus,2,3,0
2024-01-04,Dallas,Colorado,4,5,0
2024-01-04,Minnesota,Tampa Bay,1,4,0
2024-01-04,Nashville,Calgary,3,6,0
2024-01-04,St. Louis,Vancouver,2,1,1
2024-01-04,Arizona,New York,1,5,0
2024-01-04,Seattle,Ottawa,4,1,1
2024-01-04,Vegas,Florida,1,4,0
2024-01-04,Los Angeles,Detroit,3,4,0
2024-01-04,San Jose,Winnipeg,1,2,0
2024-01-05,New Jersey,Chicago,4,2,1
2024-01-05,Washington,Carolina,2,6,0
2024-01-05,Anaheim,Winnipeg,1,3,0
2024-01-06,Philadelphia,Calgary,3,2,1
2024-01-06,Colorado,Florida,4,8,0
2024-01-06,Boston,Tampa Bay,7,3,1
2024-01-06,Columbus,Minnesota,3,4,0
2024-01-06,Montréal,New York,4,3,1
2024-01-06,New Jersey,Vancouver,4,6,0
2024-01-06,Pittsburgh,Buffalo,1,3,0
2024-01-06,San Jose,Toronto,1,4,0
2024-01-06,Carolina,St. Louis,1,2,0
2024-01-06,Dallas,Nashville,3,4,0
2024-01-06,Edmonton,Ottawa,3,1,1
2024-01-06,Vegas,New York,5,2,1
2024-01-07,Chicago,Calgary,4,3,1
2024-01-07,Washington,Los Angeles,4,3,1
2024-01-07,Arizona,Winnipeg,2,6,0
2024-01-07,Anaheim,Detroit,2,3,0
2024-01-08,New York,Vancouver,3,6,0
2024-01-08,Philadelphia,Pittsburgh,1,4,0
2024-01-08,Minnesota,Dallas,0,4,0
2024-01-08,Colorado,Boston,4,3,1
2024-01-09,Buffalo,Seattle,2,5,0
2024-01-09,Tampa Bay,Los Angeles,3,2,1
2024-01-09,Toronto,San Jose,7,1,1
2024-01-09,New York,Vancouver,2,5,0
2024-01-09,Nashville,Anaheim,3,5,0
2024-01-09,St. Louis,Florida,1,5,0
2024-01-09,Winnipeg,Columbus,5,0,1
2024-01-09,Chicago,Edmonton,1,2,0
2024-01-09,Arizona,Boston,4,3,1
2024-01-09,Calgary,Ottawa,6,3,1
2024-01-10,Philadelphia,Montréal,3,2,1
2024-01-10,Dallas,Minnesota,7,2,1
2024-01-10,Colorado,Vegas,3,0,1
2024-01-11,Buffalo,Ottawa,5,3,1
2024-01-11,Carolina,Anaheim,6,3,1
2024-01-11,Detroit,Edmonton,2,3,0
2024-01-11,Florida,Los Angeles,3,2,1
2024-01-11,Montréal,San Jose,2,3,0
2024-01-11,Pittsburgh,Vancouver,3,4,0
2024-01-11,Tampa Bay,New Jersey,4,3,1
2024-01-11,Washington,Seattle,1,4,0
2024-01-11,New York,Toronto,4,3,1
2024-01-11,St. Louis,New York,5,2,1
2024-01-11,Winnipeg,Chicago,2,1,1
2024-01-11,Arizona,Calgary,2,6,0
2024-01-11,Vegas,Boston,2,1,1
2024-01-12,Dallas,Nashville,3,6,0
2024-01-12,Minnesota,Philadelphia,3,4,0
2024-01-13,Washington,New York,3,2,1
2024-01-13,Buffalo,Vancouver,0,1,0
2024-01-13,Ottawa,San Jose,5,4,1
2024-01-13,Florida,New Jersey,1,4,0
2024-01-13,Carolina,Pittsburgh,3,2,1
2024-01-13,Columbus,Seattle,4,7,0
2024-01-13,Detroit,Los Angeles,5,3,1
2024-01-13,Montréal,Edmonton,1,2,0
2024-01-13,Tampa Bay,Anaheim,5,1,1
2024-01-13,Toronto,Colorado,3,5,0
2024-01-13,Winnipeg,Philadelphia,0,2,0
2024-01-13,Chicago,Dallas,1,3,0
2024-01-13,Minnesota,Arizona,0,6,0
2024-01-13,Nashville,New York,3,1,1
2024-01-13,St. Louis,Boston,3,4,0
2024-01-13,Vegas,Calgary,1,3,0
2024-01-14,New York,Washington,2,1,1
2024-01-14,Toronto,Detroit,2,4,0
2024-01-15,Buffalo,San Jose,3,0,1
2024-01-15,Boston,New Jersey,3,0,1
2024-01-15,Columbus,Vancouver,4,3,1
2024-01-15,Florida,Anaheim,4,5,0
2024-01-15,Pittsburgh,Seattle,3,0,1
2024-01-15,Carolina,Los Angeles,2,5,0
2024-01-15,Minnesota,New York,5,0,1
2024-01-15,Vegas,Nashville,4,1,1
2024-01-15,Montréal,Colorado,4,3,1
2024-01-15,St. Louis,Philadelphia,2,4,0
2024-01-16,New York,Seattle,5,2,1
2024-01-16,Ottawa,Colorado,4,7,0
2024-01-16,Washington,Anaheim,2,0,1
2024-01-16,Dallas,Los Angeles,5,1,1
2024-01-16,Winnipeg,New York,4,2,1
2024-01-16,Chicago,San Jose,2,1,1
2024-01-16,Calgary,Arizona,3,2,1
2024-01-16,Edmonton,Toronto,4,2,1
2024-01-17,Florida,Detroit,2,3,0
2024-01-17,New Jersey,Montréal,2,3,0
2024-01-18,Buffalo,Chicago,3,0,1
2024-01-18,Boston,Colorado,5,2,1
2024-01-18,Ottawa,Montréal,6,2,1
2024-01-18,Philadelphia,Dallas,5,1,1
2024-01-18,Tampa Bay,Minnesota,7,3,1
2024-01-18,Washington,St. Louis,5,2,1
2024-01-18,Calgary,Toronto,3,4,0
2024-01-18,Edmonton,Seattle,4,2,1
2024-01-18,Los Angeles,Nashville,1,2,0
2024-01-18,Vancouver,Arizona,2,1,1
2024-01-18,Vegas,New York,5,1,1
2024-01-19,Carolina,Detroit,4,2,1
2024-01-19,Columbus,New Jersey,1,4,0
2024-01-19,Florida,Minnesota,4,6,0
2024-01-19,Chicago,New York,4,3,1
2024-01-20,Buffalo,Tampa Bay,1,3,0
2024-01-20,Philadelphia,Colorado,4,7,0
2024-01-20,Arizona,Nashville,3,2,1
2024-01-20,Ottawa,Winnipeg,1,2,0
2024-01-20,Boston,Montréal,9,4,1
2024-01-20,New Jersey,Dallas,2,6,0
2024-01-20,Vancouver,Toronto,6,4,1
2024-01-20,St. Louis,Washington,3,0,1
2024-01-20,Calgary,Edmonton,1,3,0
2024-01-20,San Jose,Anaheim,5,3,1
2024-01-20,Vegas,Pittsburgh,3,2,1
2024-01-20,Los Angeles,New York,2,1,1
2024-01-21,Philadelphia,Ottawa,3,5,0
2024-01-21,Carolina,Minnesota,2,5,0
2024-01-21,Detroit,Tampa Bay,2,1,1
2024-01-21,New York,Dallas,3,2,1
2024-01-21,Anaheim,New York,2,5,0
2024-01-21,Seattle,Toronto,1,3,0
2024-01-22,Boston,Winnipeg,4,1,1
2024-01-22,New Jersey,Vegas,6,5,1
2024-01-22,Nashville,Florida,1,4,0
2024-01-22,Arizona,Pittsburgh,5,2,1
2024-01-22,Vancouver,Chicago,2,0,1
2024-01-22,Los Angeles,San Jose,3,4,0
2024-01-23,Detroit,Dallas,4,5,0
2024-01-23,Montréal,Ottawa,1,4,0
2024-01-23,Philadelphia,Tampa Bay,3,6,0
2024-01-23,New York,Vegas,2,3,0
2024-01-23,Minnesota,Washington,5,3,1
2024-01-23,Calgary,St. Louis,3,4,0
2024-01-23,Edmonton,Columbus,4,1,1
2024-01-23,Anaheim,Buffalo,4,2,1
2024-01-23,San Jose,New York,3,2,1
2024-01-24,Florida,Arizona,6,2,1
2024-01-24,Toronto,Winnipeg,1,0,1
2024-01-24,Boston,Carolina,2,3,0
2024-01-24,Colorado,Washington,6,2,1
2024-01-24,Seattle,Chicago,6,2,1
2024-01-24,Vancouver,St. Louis,3,4,0
2024-01-24,Los Angeles,Buffalo,3,5,0
2024-01-25,Detroit,Philadelphia,3,0,1
2024-01-25,Montréal,New York,4,3,1
2024-01-25,Ottawa,Boston,2,3,0
2024-01-25,Tampa Bay,Arizona,6,3,1
2024-01-25,Carolina,New Jersey,3,2,1
2024-01-25,Dallas,Anaheim,4,3,1
2024-01-25,Minnesota,Nashville,2,3,0
2024-01-25,Calgary,Columbus,2,5,0
2024-01-25,Edmonton,Chicago,3,0,1
2024-01-26,New York,Vegas,2,5,0
2024-01-26,Pittsburgh,Florida,2,3,0
2024-01-26,Colorado,Los Angeles,5,1,1
2024-01-26,Seattle,St. Louis,3,4,0
2024-01-27,Philadelphia,Boston,2,6,0
2024-01-27,Dallas,Washington,5,4,1
2024-01-27,Edmonton,Nashville,4,1,1
2024-01-27,San Jose,Buffalo,2,5,0
2024-01-27,Carolina,Arizona,3,1,1
2024-01-27,Ottawa,New York,2,7,0
2024-01-27,Pittsburgh,Montréal,3,2,1
2024-01-27,Tampa Bay,New Jersey,6,3,1
2024-01-27,Winnipeg,Toronto,2,4,0
2024-01-27,New York,Florida,2,3,0
2024-01-27,Detroit,Vegas,5,2,1
2024-01-27,Minnesota,Anaheim,2,3,0
2024-01-27,Calgary,Chicago,1,0,1
2024-01-27,Vancouver,Columbus,5,4,1
2024-01-28,St. Louis,Los Angeles,4,3,1
2024-01-28,Seattle,Columbus,4,2,1
2024-01-29,Ottawa,Nashville,4,3,1
2024-01-30,St. Louis,Columbus,0,1,0
2024-01-30,San Jose,Seattle,2,0,1
2024-01-31,Detroit,Ottawa,2,3,0
2024-01-31,Nashville,Los Angeles,2,4,0
2024-01-31,Anaheim,San Jose,3,2,1
2024-02-05,New York,Colorado,2,1,1
2024-02-05,Toronto,New York,2,3,0
2024-02-06,Boston,Calgary,1,4,0
2024-02-06,Buffalo,Dallas,1,2,0
2024-02-06,Carolina,Vancouver,2,3,0
2024-02-06,Florida,Philadelphia,1,2,0
2024-02-06,Pittsburgh,Winnipeg,3,0,1
2024-02-06,Washington,Montréal,2,5,0
2024-02-06,New Jersey,Colorado,5,3,1
2024-02-06,Vegas,Edmonton,3,1,1
2024-02-07,New York,Tampa Bay,3,1,1
2024-02-07,Toronto,Dallas,5,4,1
2024-02-07,Chicago,Minnesota,1,2,0
2024-02-08,Boston,Vancouver,4,0,1
2024-02-08,Florida,Washington,4,2,1
2024-02-08,New Jersey,Calgary,3,5,0
2024-02-08,Philadelphia,Winnipeg,4,1,1
2024-02-08,Carolina,Colorado,5,2,1
2024-02-08,New York,Tampa Bay,6,2,1
2024-02-08,Arizona,Vegas,2,3,0
2024-02-09,Minnesota,Pittsburgh,3,2,1
2024-02-09,Chicago,New York,3,4,0
2024-02-09,Anaheim,Edmonton,3,5,0
2024-02-10,Buffalo,St. Louis,1,3,0
2024-02-10,Detroit,Vancouver,4,3,1
2024-02-10,Montréal,Dallas,2,3,0
2024-02-10,New York,Calgary,2,5,0
2024-02-10,Boston,Washington,0,3,0
2024-02-10,Florida,Colorado,4,0,1
2024-02-10,Carolina,New Jersey,1,0,1
2024-02-10,Columbus,Tampa Bay,2,4,0
2024-02-10,Ottawa,Toronto,5,3,1
2024-02-10,Philadelphia,Seattle,3,2,1
2024-02-10,Winnipeg,Pittsburgh,2,1,1
2024-02-10,Nashville,Arizona,5,4,1
2024-02-10,Los Angeles,Edmonton,4,0,1
2024-02-11,Montréal,St. Louis,2,7,0
2024-02-11,Washington,Vancouver,2,3,0
2024-02-12,New Jersey,Seattle,3,1,1
2024-02-12,New York,Calgary,2,0,1
2024-02-12,Philadelphia,Arizona,5,3,1
2024-02-12,Vegas,Minnesota,3,5,0
2024-02-13,Boston,Tampa Bay,2,3,0
2024-02-13,Buffalo,Los Angeles,7,0,1
2024-02-13,Montréal,Anaheim,5,0,1
2024-02-13,Ottawa,Columbus,6,3,1
2024-02-13,Toronto,St. Louis,4,1,1
2024-02-13,Washington,Colorado,3,6,0
2024-02-13,New York,Seattle,1,2,0
2024-02-13,Dallas,Carolina,4,2,1
2024-02-13,Nashville,New Jersey,2,4,0
2024-02-13,Chicago,Vancouver,2,4,0
2024-02-13,Edmonton,Detroit,8,4,1
2024-02-14,Pittsburgh,Florida,2,5,0
2024-02-14,Winnipeg,San Jose,1,0,1
2024-02-14,Arizona,Minnesota,1,3,0
2024-02-15,Boston,Seattle,1,4,0
2024-02-15,Buffalo,Florida,0,4,0
2024-02-15,New Jersey,Los Angeles,1,2,0
2024-02-15,New York,Montréal,7,4,1
2024-02-15,Ottawa,Anaheim,1,5,0
2024-02-15,Tampa Bay,Colorado,6,3,1
2024-02-15,Toronto,Philadelphia,4,3,1
2024-02-15,St. Louis,Edmonton,6,3,1
2024-02-15,Nashville,Dallas,2,9,0
2024-02-15,Chicago,Pittsburgh,1,4,0
2024-02-15,Calgary,San Jose,3,6,0
2024-02-15,Vancouver,Detroit,4,1,1
2024-02-16,Arizona,Carolina,1,5,0
2024-02-17,Boston,Los Angeles,4,5,0
2024-02-17,Dallas,Edmonton,3,4,0
2024-02-17,Chicago,Ottawa,3,2,1
2024-02-17,Calgary,Detroit,0,5,0
2024-02-17,Minnesota,Buffalo,2,3,0
2024-02-17,St. Louis,Nashville,2,5,0
2024-02-17,Tampa Bay,Florida,2,9,0
2024-02-17,Montréal,Washington,3,4,0
2024-02-17,Toronto,Anaheim,9,2,1
2024-02-17,New Jersey,Philadelphia,6,3,1
2024-02-17,Vancouver,Winnipeg,2,4,0
2024-02-17,San Jose,Columbus,3,4,0
2024-02-17,Vegas,Carolina,1,3,0
2024-02-18,New York,New York,5,6,0
2024-02-18,Colorado,Arizona,4,3,1
2024-02-18,Pittsburgh,Los Angeles,1,2,0
2024-02-19,Buffalo,Anaheim,3,4,0
2024-02-19,Boston,Dallas,4,3,1
2024-02-19,St. Louis,Toronto,2,4,0
2024-02-19,Minnesota,Vancouver,10,7,1
2024-02-19,Seattle,Detroit,3,4,0
2024-02-19,Arizona,Edmonton,3,6,0
2024-02-19,Calgary,Winnipeg,6,3,1
2024-02-19,San Jose,Vegas,0,4,0
2024-02-19,Carolina,Chicago,6,3,1
2024-02-19,Tampa Bay,Ottawa,2,4,0
2024-02-20,Florida,Ottawa,3,2,1
2024-02-20,New York,Dallas,3,1,1
2024-02-20,Pittsburgh,New York,4,5,0
2024-02-20,Washington,New Jersey,6,2,1
2024-02-20,Winnipeg,Minnesota,6,3,1
2024-02-20,Colorado,Vancouver,3,1,1
2024-02-20,Vegas,Nashville,3,5,0
2024-02-20,Los Angeles,Columbus,5,1,1
2024-02-21,Montréal,Buffalo,2,3,0
2024-02-21,Chicago,Philadelphia,1,3,0
2024-02-21,Anaheim,Columbus,4,7,0
2024-02-21,Arizona,Toronto,3,6,0
2024-02-21,Edmonton,Boston,5,6,0
2024-02-22,Carolina,Florida,1,0,1
2024-02-22,Detroit,Colorado,2,1,1
2024-02-22,New Jersey,New York,1,5,0
2024-02-22,Ottawa,Dallas,4,1,1
2024-02-22,Pittsburgh,Montréal,4,1,1
2024-02-22,Tampa Bay,Washington,3,5,0
2024-02-22,St. Louis,New York,4,0,1
2024-02-22,Calgary,Boston,3,2,1
2024-02-22,Seattle,Vancouver,5,2,1
2024-02-22,Vegas,Toronto,3,7,0
2024-02-22,Los Angeles,Nashville,1,4,0
2024-02-23,Columbus,Buffalo,1,2,0
2024-02-23,Chicago,Winnipeg,2,3,0
2024-02-23,Edmonton,Minnesota,2,4,0
2024-02-24,Detroit,St. Louis,6,1,1
2024-02-24,New Jersey,Montréal,4,3,1
2024-02-24,New York,Tampa Bay,2,4,0
2024-02-24,Philadelphia,New York,1,2,0
2024-02-24,Florida,Washington,3,2,1
2024-02-24,Colorado,Toronto,3,4,0
2024-02-24,Ottawa,Vegas,4,3,1
2024-02-24,Vancouver,Boston,3,2,1
2024-02-24,Carolina,Dallas,1,2,0
2024-02-24,Edmonton,Calgary,3,6,0
2024-02-24,Seattle,Minnesota,2,5,0
2024-02-24,San Jose,Nashville,2,4,0
2024-02-24,Los Angeles,Anaheim,3,2,1
2024-02-25,New Jersey,Tampa Bay,1,4,0
2024-02-25,Pittsburgh,Philadelphia,7,6,1
2024-02-25,Buffalo,Carolina,3,2,1
2024-02-25,Columbus,New York,4,2,1
2024-02-25,Chicago,Detroit,2,3,0
2024-02-25,Winnipeg,Arizona,4,3,1
2024-02-25,Anaheim,Nashville,2,4,0
2024-02-26,Washington,Ottawa,6,3,1
2024-02-26,Dallas,New York,2,3,0
2024-02-26,Edmonton,Los Angeles,4,2,1
2024-02-26,Seattle,Boston,4,3,1
2024-02-27,Detroit,Washington,8,3,1
2024-02-27,Florida,Buffalo,3,2,1
2024-02-27,Montréal,Arizona,4,2,1
2024-02-27,Philadelphia,Tampa Bay,6,2,1
2024-02-27,Toronto,Vegas,2,6,0
2024-02-27,Minnesota,Carolina,2,3,0
2024-02-27,Nashville,Ottawa,4,1,1
2024-02-27,Winnipeg,St. Louis,4,2,1
2024-02-27,Calgary,Los Angeles,4,2,1
2024-02-27,Colorado,Dallas,5,1,1
2024-02-27,Vancouver,Pittsburgh,3,4,0
2024-02-27,San Jose,New Jersey,2,7,0
2024-02-28,New York,Columbus,4,1,1
2024-02-28,Edmonton,St. Louis,3,2,1
2024-02-29,Boston,Vegas,5,4,1
2024-02-29,Columbus,Carolina,2,4,0
2024-02-29,Detroit,New York,3,5,0
2024-02-29,Florida,Montréal,4,3,1
2024-02-29,Tampa Bay,Buffalo,2,3,0
2024-02-29,Toronto,Arizona,4,2,1
2024-02-29,Dallas,Winnipeg,4,1,1
2024-02-29,Nashville,Minnesota,6,1,1
2024-02-29,Chicago,Colorado,0,5,0
2024-02-29,Seattle,Pittsburgh,2,0,1
2024-02-29,Vancouver,Los Angeles,1,5,0
2024-02-29,San Jose,Anaheim,4,6,0
2024-03-01,Ottawa,Arizona,3,5,0
2024-03-01,Washington,Philadelphia,5,2,1
2024-03-01,Anaheim,New Jersey,4,3,1
2024-03-02,Carolina,Winnipeg,3,5,0
2024-03-02,Detroit,Florida,0,4,0
2024-03-02,Seattle,Edmonton,1,2,0
2024-03-02,Nashville,Colorado,5,1,1
2024-03-02,St. Louis,Minnesota,3,1,1
2024-03-02,Buffalo,Vegas,7,2,1
2024-03-02,Philadelphia,Ottawa,4,2,1
2024-03-02,Tampa Bay,Montréal,4,3,1
2024-03-02,Toronto,New York,4,3,1
2024-03-02,New York,Boston,5,1,1
2024-03-02,Chicago,Columbus,2,5,0
2024-03-02,Dallas,San Jose,3,2,1
2024-03-02,Calgary,Pittsburgh,4,3,1
2024-03-03,Washington,Arizona,2,5,0
2024-03-03,Los Angeles,New Jersey,5,1,1
2024-03-03,Buffalo,Winnipeg,2,5,0
2024-03-03,Minnesota,San Jose,4,3,1
2024-03-03,Anaheim,Vancouver,1,2,0
2024-03-03,Edmonton,Pittsburgh,6,1,1
2024-03-04,Columbus,Vegas,6,3,1
2024-03-04,New York,Florida,2,4,0
2024-03-04,Philadelphia,St. Louis,1,2,0
2024-03-04,Toronto,Boston,1,4,0
2024-03-04,Colorado,Chicago,5,0,1
2024-03-04,Calgary,Seattle,2,4,0
2024-03-05,New Jersey,Florida,3,5,0
2024-03-05,Pittsburgh,Columbus,5,3,1
2024-03-05,Boston,Edmonton,1,2,0
2024-03-05,New York,St. Louis,4,2,1
2024-03-05,Nashville,Montréal,3,4,0
2024-03-05,Winnipeg,Seattle,3,4,0
2024-03-05,Arizona,Chicago,2,5,0
2024-03-05,Los Angeles,Vancouver,1,2,0
2024-03-05,San Jose,Dallas,6,7,0
2024-03-06,Toronto,Buffalo,2,1,1
2024-03-06,Colorado,Detroit,7,2,1
2024-03-06,Anaheim,Ottawa,2,1,1
2024-03-07,Boston,Toronto,4,1,1
2024-03-07,Carolina,Montréal,4,1,1
2024-03-07,Columbus,Edmonton,4,2,1
2024-03-07,Florida,Philadelphia,1,2,0
2024-03-07,New Jersey,St. Louis,4,1,1
2024-03-07,Pittsburgh,Washington,0,6,0
2024-03-07,Tampa Bay,Calgary,3,6,0
2024-03-07,Nashville,Buffalo,4,2,1
2024-03-07,Arizona,Minnesota,2,5,0
2024-03-07,Vegas,Vancouver,1,3,0
2024-03-07,Los Angeles,Ottawa,4,3,1
2024-03-07,San Jose,New York,2,7,0
2024-03-08,Arizona,Detroit,4,0,1
2024-03-08,Colorado,Minnesota,2,1,1
2024-03-08,Anaheim,Dallas,2,6,0
2024-03-08,Seattle,Winnipeg,0,3,0
2024-03-09,Buffalo,Edmonton,3,2,1
2024-03-09,Columbus,Nashville,1,2,0
2024-03-09,New Jersey,Carolina,2,4,0
2024-03-09,Boston,Pittsburgh,5,1,1
2024-03-09,Florida,Calgary,5,1,1
2024-03-09,Montréal,Toronto,2,3,0
2024-03-09,San Jose,Ottawa,2,1,1
2024-03-09,Tampa Bay,Philadelphia,7,0,1
2024-03-09,Washington,Chicago,4,1,1
2024-03-09,New York,St. Louis,4,0,1
2024-03-09,Vancouver,Winnipeg,5,0,1
2024-03-09,Vegas,Detroit,5,3,1
2024-03-09,Los Angeles,Dallas,1,4,0
2024-03-10,Pittsburgh,Edmonton,0,4,0
2024-03-10,Minnesota,Nashville,4,3,1
2024-03-10,Carolina,Calgary,7,2,1
2024-03-10,Chicago,Arizona,7,4,1
2024-03-10,Anaheim,New York,1,6,0
2024-03-11,Boston,St. Louis,1,5,0
2024-03-11,New York,New Jersey,3,1,1
2024-03-11,Winnipeg,Washington,3,0,1
2024-03-11,Los Angeles,New York,3,0,1
2024-03-12,Buffalo,Detroit,7,3,1
2024-03-12,Carolina,New York,0,1,0
2024-03-12,Montréal,Columbus,3,0,1
2024-03-12,Ottawa,Pittsburgh,2,1,1
2024-03-12,Philadelphia,San Jose,3,2,1
2024-03-12,Dallas,Florida,3,4,0
2024-03-12,Minnesota,Arizona,4,1,1
2024-03-12,Chicago,Anaheim,7,2,1
2024-03-12,Calgary,Colorado,2,6,0
2024-03-12,Seattle,Vegas,4,5,0
2024-03-13,St. Louis,Los Angeles,3,1,1
2024-03-13,Winnipeg,Nashville,2,4,0
2024-03-13,Edmonton,Washington,7,2,1
2024-03-13,Vancouver,Colorado,3,4,0
2024-03-14,Buffalo,New York,4,0,1
2024-03-14,Carolina,Florida,4,0,1
2024-03-14,Columbus,Ottawa,2,3,0
2024-03-14,Detroit,Arizona,1,4,0
2024-03-14,Montréal,Boston,1,2,0
2024-03-14,Pittsburgh,San Jose,6,3,1
2024-03-14,Tampa Bay,New York,6,3,1
2024-03-14,Philadelphia,Toronto,2,6,0
2024-03-14,Dallas,New Jersey,2,6,0
2024-03-14,Minnesota,Anaheim,2,0,1
2024-03-14,Calgary,Vegas,4,1,1
2024-03-14,Seattle,Washington,1,2,0
2024-03-15,Winnipeg,Anaheim,6,0,1
2024-03-15,Chicago,Los Angeles,0,5,0
2024-03-16,Detroit,Buffalo,4,1,1
2024-03-16,New York,Ottawa,3,4,0
2024-03-16,Pittsburgh,New York,4,7,0
2024-03-16,Arizona,New Jersey,4,1,1
2024-03-16,Florida,Tampa Bay,3,5,0
2024-03-16,Boston,Philadelphia,6,5,1
2024-03-16,Columbus,San Jose,4,2,1
2024-03-16,Calgary,Montréal,5,2,1
2024-03-16,Toronto,Carolina,4,5,0
2024-03-16,Dallas,Los Angeles,4,1,1
2024-03-16,St. Louis,Minnesota,3,2,1
2024-03-16,Edmonton,Colorado,2,3,0
2024-03-16,Seattle,Nashville,1,4,0
2024-03-16,Vancouver,Washington,1,2,0
2024-03-17,New York,New York,5,2,1
2024-03-17,Vegas,New Jersey,3,1,1
2024-03-17,Columbus,Winnipeg,1,6,0
2024-03-17,Chicago,San Jose,5,2,1
2024-03-17,Ottawa,Carolina,2,7,0
2024-03-17,Pittsburgh,Detroit,6,3,1
2024-03-17,St. Louis,Anaheim,4,2,1
2024-03-18,Calgary,Washington,2,5,0
2024-03-18,Seattle,Buffalo,2,6,0
2024-03-19,Boston,Ottawa,6,2,1
2024-03-19,Detroit,Columbus,4,3,1
2024-03-19,New Jersey,Pittsburgh,5,2,1
2024-03-19,New York,Winnipeg,2,4,0
2024-03-19,Philadelphia,Toronto,4,3,1
2024-03-19,New York,Carolina,1,4,0
2024-03-19,Nashville,San Jose,8,2,1
2024-03-19,St. Louis,Colorado,3,4,0
2024-03-19,Edmonton,Montréal,3,2,1
2024-03-19,Anaheim,Minnesota,0,4,0
2024-03-19,Los Angeles,Chicago,6,2,1
2024-03-19,Vancouver,Buffalo,3,2,1
2024-03-19,Vegas,Tampa Bay,3,5,0
2024-03-20,Washington,Toronto,3,7,0
2024-03-20,Dallas,Arizona,5,2,1
2024-03-20,Los Angeles,Minnesota,6,0,1
2024-03-21,Boston,New York,2,5,0
2024-03-21,Carolina,Philadelphia,3,2,1
2024-03-21,Detroit,New York,6,3,1
2024-03-21,New Jersey,Winnipeg,4,1,1
2024-03-21,Ottawa,St. Louis,2,5,0
2024-03-21,Florida,Nashville,0,3,0
2024-03-21,Edmonton,Buffalo,8,3,1
2024-03-21,Anaheim,Chicago,4,0,1
2024-03-21,Vancouver,Montréal,4,1,1
2024-03-21,Vegas,Seattle,3,1,1
2024-03-21,San Jose,Tampa Bay,1,4,0
2024-03-22,Washington,Carolina,7,6,1
2024-03-22,Dallas,Pittsburgh,4,2,1
2024-03-22,Colorado,Columbus,6,1,1
2024-03-22,Arizona,Seattle,2,1,1
2024-03-23,New York,Winnipeg,6,3,1
2024-03-23,Philadelphia,Boston,3,2,1
2024-03-23,Minnesota,St. Louis,4,5,0
2024-03-23,Nashville,Detroit,1,0,1
2024-03-23,New Jersey,Ottawa,2,5,0
2024-03-23,Toronto,Edmonton,6,3,1
2024-03-23,New York,Florida,4,3,1
2024-03-23,Vancouver,Calgary,4,2,1
2024-03-23,Los Angeles,Tampa Bay,4,3,1
2024-03-23,San Jose,Chicago,4,5,0
2024-03-23,Vegas,Columbus,4,2,1
2024-03-24,Washington,Winnipeg,3,0,1
2024-03-24,Colorado,Pittsburgh,5,4,1
2024-03-24,New York,New Jersey,0,4,0
2024-03-24,Carolina,Toronto,2,1,1
2024-03-24,Ottawa,Edmonton,5,3,1
2024-03-24,Philadelphia,Florida,1,4,0
2024-03-24,Arizona,Dallas,2,4,0
2024-03-24,Anaheim,Tampa Bay,2,3,0
2024-03-24,Calgary,Buffalo,1,4,0
2024-03-24,Seattle,Montréal,1,5,0
2024-03-25,St. Louis,Vegas,1,2,0
2024-03-25,Vancouver,Los Angeles,2,3,0
2024-03-26,Florida,Boston,3,4,0
2024-03-26,New York,Philadelphia,6,5,1
2024-03-26,Pittsburgh,Carolina,4,1,1
2024-03-26,Washington,Detroit,4,3,1
2024-03-26,Toronto,New Jersey,3,6,0
2024-03-26,Nashville,Vegas,5,4,1
2024-03-26,Winnipeg,Edmonton,3,4,0
2024-03-26,Chicago,Calgary,3,1,1
2024-03-26,Colorado,Montréal,1,2,0
2024-03-26,Arizona,Columbus,6,2,1
2024-03-26,Seattle,Anaheim,4,0,1
2024-03-26,San Jose,Dallas,3,6,0
2024-03-27,Buffalo,Ottawa,2,6,0
2024-03-27,Tampa Bay,Boston,3,1,1
2024-03-28,Florida,New York,2,3,0
2024-03-28,Montréal,Philadelphia,4,1,1
2024-03-28,Ottawa,Chicago,2,0,1
2024-03-28,Pittsburgh,Columbus,3,2,1
2024-03-28,Toronto,Washington,5,1,1
2024-03-28,Carolina,Detroit,4,0,1
2024-03-28,Minnesota,San Jose,3,1,1
2024-03-28,St. Louis,Calgary,5,3,1
2024-03-28,Winnipeg,Vegas,1,4,0
2024-03-28,Colorado,New York,2,3,0
2024-03-28,Edmonton,Los Angeles,4,1,1
2024-03-28,Arizona,Nashville,8,4,1
2024-03-28,Seattle,Anaheim,4,2,1
2024-03-28,Vancouver,Dallas,1,3,0
2024-03-29,Buffalo,New Jersey,5,2,1
2024-03-30,Florida,Detroit,3,2,1
2024-03-30,Minnesota,Vegas,1,2,0
2024-03-30,Edmonton,Anaheim,6,1,1
2024-03-30,Arizona,New York,5,8,0
2024-03-30,Colorado,Nashville,7,4,1
2024-03-30,Buffalo,Toronto,0,3,0
2024-03-30,Columbus,Pittsburgh,4,3,1
2024-03-30,Montréal,Carolina,0,3,0
2024-03-30,Philadelphia,Chicago,1,5,0
