date,home_team,away_team,home_score,away_score,home_win
2025-04-13,Washington,Columbus,1,4,0
2025-04-13,Winnipeg,Edmonton,1,4,0
2025-04-13,Calgary,San Jose,5,2,1
2025-04-13,Anaheim,Colorado,2,4,0
2025-04-14,Montréal,Chicago,3,4,0
2025-04-14,Detroit,Dallas,6,4,1
2025-04-14,Florida,New York,3,5,0
2025-04-14,Nashville,Utah,3,7,0
2025-04-14,Edmonton,Los Angeles,0,5,0
2025-04-14,Vancouver,San Jose,2,1,1
